student_id,attendance,marks,assignment,lms,risk_score,risk_label
20579,74,75,45,89,30,Low
20580,87,55,72,91,25.2,Low
20581,66,80,37,20,40.2,Medium
20582,83,42,59,92,33.2,Medium
20583,65,52,64,21,43.5,Medium
20584,65,42,58,54,44.4,Medium
20585,97,94,40,92,15.8,Low
20586,46,99,63,88,30.5,Medium
20587,55,34,77,65,45.9,Medium
20588,98,54,54,72,26.6,Low
20589,95,64,52,43,28.1,Low
20590,86,95,54,32,23.1,Low
20591,70,51,61,49,39.6,Medium
20592,47,65,50,44,47.3,Medium
20593,53,58,31,69,48.3,Medium
20594,63,31,56,99,44.4,Medium
20595,84,73,31,40,34.3,Medium
20596,67,94,61,38,29,Low
20597,50,65,51,52,45.1,Medium
20598,98,39,38,34,38.1,Medium
20599,76,33,97,54,34.9,Medium
20600,65,42,37,80,46,Medium
20601,94,76,32,86,24.6,Low
20602,54,37,64,94,45.1,Medium
20603,73,84,77,95,20.7,Low
20604,96,83,94,92,8.7,Low
20605,81,47,75,64,32.1,Medium
20606,95,58,86,73,20.1,Low
20607,79,86,89,47,20.1,Low
20608,78,55,79,93,27.2,Low
20609,71,82,86,58,24,Low
20610,97,34,38,61,37.3,Medium
20611,59,34,65,20,51.2,Medium
20612,50,68,61,29,44.5,Medium
20613,95,54,96,33,23.3,Low
20614,65,44,61,96,39,Medium
20615,78,56,54,29,38.3,Medium
20616,48,75,37,27,48.2,Medium
20617,78,72,74,65,25.9,Low
20618,48,82,54,25,42.9,Medium
20619,68,46,55,31,44.9,Medium
20620,92,69,83,48,21.1,Low
20621,43,89,37,98,38.9,Medium
20622,48,43,39,94,50.7,Medium
20623,68,49,92,62,33.5,Medium
20624,82,54,61,90,29.8,Low
20625,81,76,36,90,28.6,Low
20626,54,58,75,55,40.5,Medium
20627,57,33,32,50,55.9,Medium
20628,81,75,61,43,28.6,Low
20629,57,68,55,74,38.4,Medium
20630,50,90,77,35,34.1,Medium
20631,44,61,92,25,43.2,Medium
20632,69,46,73,36,40.4,Medium
20633,72,69,97,31,28,Low
20634,78,80,91,63,20.3,Low
20635,96,98,78,52,11.4,Low
20636,75,62,86,27,31.5,Medium
20637,53,62,79,82,36.2,Medium
20638,69,75,48,63,34,Medium
20639,59,99,31,69,33.6,Medium
20640,84,38,74,43,35.9,Medium
20641,51,70,50,54,43.2,Medium
20642,77,88,52,72,25.2,Low
20643,75,46,70,23,39.9,Medium
20644,43,44,90,49,46.7,Medium
20645,42,69,95,96,33.9,Medium
20646,98,95,67,39,15,Low
20647,57,45,95,61,38.6,Medium
20648,41,66,47,89,45.5,Medium
20649,94,67,93,25,21.2,Low
20650,41,80,30,28,50.8,Medium
20651,91,84,35,79,23.5,Low
20652,51,74,54,23,44.3,Medium
20653,69,58,45,43,41.7,Medium
20654,42,47,57,69,50.8,Medium
20655,64,55,86,84,32.3,Medium
20656,95,51,67,63,27,Low
20657,68,68,79,45,32.1,Medium
20658,69,67,40,78,36.5,Medium
20659,84,41,44,92,36.1,Medium
20660,44,41,89,75,44.8,Medium
20661,70,92,48,98,25,Low
20662,64,35,59,72,44.9,Medium
20663,79,91,74,76,18.7,Low
20664,69,93,97,93,15.8,Low
20665,60,96,65,31,31.1,Medium
20666,92,48,73,79,26.3,Low
20667,62,56,57,75,39.5,Medium
20668,63,65,74,21,38.4,Medium
20669,51,69,89,95,31.6,Medium
20670,92,41,65,30,34.9,Medium
20671,69,31,51,48,48.1,Medium
20672,52,94,93,77,24.7,Low
20673,86,40,59,98,32,Medium
20674,73,49,90,46,33.5,Medium
20675,43,34,76,39,53.5,Medium
20676,47,43,84,95,42,Medium
20677,98,89,40,41,22,Low
20678,83,71,36,21,36.2,Medium
20679,77,67,40,59,35.2,Medium
20680,52,85,39,78,38.1,Medium
20681,64,88,36,35,37.3,Medium
20682,89,56,62,89,26.3,Low
20683,66,95,90,80,19.1,Low
20684,93,70,81,75,18.1,Low
20685,55,69,60,35,41.8,Medium
20686,93,93,99,65,8.6,Low
20687,62,70,43,98,35.8,Medium
20688,75,79,64,66,26.9,Low
20689,73,53,79,25,36.6,Medium
20690,98,48,30,54,35,Medium
20691,56,63,55,61,41.6,Medium
20692,84,82,56,63,24.3,Low
20693,95,64,78,69,20.3,Low
20694,40,33,48,97,54.8,Medium
20695,94,66,34,23,33.5,Medium
20696,44,70,68,64,41.4,Medium
20697,46,37,38,75,55.4,Medium
20698,90,46,87,95,23.3,Low
20699,97,77,53,55,22,Low
20700,70,96,35,48,31.4,Medium
20701,98,71,71,63,19,Low
20702,59,42,69,56,44.4,Medium
20703,56,51,85,45,40.8,Medium
20704,57,84,42,58,37.8,Medium
20705,69,63,49,22,41.5,Medium
20706,85,74,75,29,25.9,Low
20707,52,49,94,25,43.2,Medium
20708,50,60,90,22,41.8,Medium
20709,57,76,33,83,39.5,Medium
20710,93,62,85,51,22.1,Low
20711,94,55,43,35,33.8,Medium
20712,74,58,53,32,39.2,Medium
20713,80,60,73,82,27.2,Low
20714,64,76,75,88,27.8,Low
20715,67,76,54,70,32.6,Medium
20716,74,81,56,50,29.9,Low
20717,98,85,75,69,13.4,Low
20718,54,49,32,46,52.7,Medium
20719,48,86,59,29,40.3,Medium
20720,92,68,76,58,21.8,Low
20721,84,69,73,65,24.6,Low
20722,58,60,65,84,37.4,Medium
20723,67,54,59,53,39.9,Medium
20724,66,47,73,98,35.1,Medium
20725,90,57,90,89,20,Low
20726,63,61,79,88,31.9,Medium
20727,47,71,71,70,38.7,Medium
20728,50,61,73,78,39.3,Medium
20729,42,38,32,66,58.8,Medium
20730,61,95,83,28,27.7,Low
20731,52,95,53,34,36.7,Medium
20732,78,77,38,60,32.1,Medium
20733,51,82,75,88,31.2,Medium
20734,62,75,67,95,29.8,Low
20735,79,39,42,94,38.9,Medium
20736,53,43,87,43,44.2,Medium
20737,97,50,88,72,21.4,Low
20738,73,67,86,39,29.6,Low
20739,81,66,48,43,33.9,Medium
20740,64,41,98,71,35.4,Medium
20741,93,89,35,59,23.2,Low
20742,99,78,79,60,15.2,Low
20743,95,99,98,30,9.7,Low
20744,63,96,87,71,21.5,Low
20745,63,32,66,99,42.1,Medium
20746,68,49,96,23,36.6,Medium
20747,54,56,33,40,51,Medium
20748,69,80,45,48,34.6,Medium
20749,83,38,75,25,37.9,Medium
20750,79,36,83,43,36.7,Medium
20751,41,92,39,30,45.2,Medium
20752,68,48,90,50,35.4,Medium
20753,93,98,49,41,19.5,Low
20754,88,96,42,76,20,Low
20755,90,72,55,58,25.6,Low
20756,94,42,39,43,37.7,Medium
20757,70,81,57,67,29.6,Low
20758,55,40,46,39,52.9,Medium
20759,71,67,74,77,29,Low
20760,68,61,47,23,42.8,Medium
20761,48,46,73,56,46.8,Medium
20762,76,73,79,63,25.6,Low
20763,84,43,56,77,34.6,Medium
20764,59,81,73,31,34.4,Medium
20765,55,68,74,64,36.4,Medium
20766,94,67,38,69,27.8,Low
20767,58,67,51,43,42.2,Medium
20768,81,33,74,66,36.3,Medium
20769,99,77,69,50,18.5,Low
20770,40,93,45,87,38.4,Medium
20771,40,98,37,31,44.1,Medium
20772,95,73,37,63,26.4,Low
20773,89,88,41,24,27.4,Low
20774,41,78,53,21,47.5,Medium
20775,50,76,52,50,41.8,Medium
20776,70,75,89,59,25.8,Low
20777,50,79,48,84,38.3,Medium
20778,75,60,90,66,27.4,Low
20779,42,51,87,28,47.7,Medium
20780,41,88,54,39,42.5,Medium
20781,49,70,56,91,39.1,Medium
20782,94,62,96,98,14.8,Low
20783,82,61,93,64,23.9,Low
20784,88,75,53,30,28.7,Low
20785,92,99,82,66,10.5,Low
20786,43,34,67,41,55.1,Medium
20787,86,63,54,29,33,Medium
20788,83,92,77,79,15.9,Low
20789,76,36,49,26,46.4,Medium
20790,53,36,76,89,43.9,Medium
20791,75,81,88,28,25.3,Low
20792,93,73,70,28,24.1,Low
20793,55,76,36,71,40.9,Medium
20794,90,84,52,95,18.9,Low
20795,86,37,80,99,28.6,Low
20796,49,58,84,50,41.2,Medium
20797,79,55,33,63,39,Medium
20798,58,82,40,42,40,Medium
20799,42,53,75,99,42.4,Medium
20800,85,77,68,76,21.7,Low
20801,81,67,63,78,27.1,Low
20802,44,89,53,63,38.8,Medium
20803,84,82,67,78,20.6,Low
20804,54,45,62,52,47.3,Medium
20805,55,38,32,34,56.8,Medium
20806,84,73,78,27,26.2,Low
20807,60,85,34,45,39.2,Medium
20808,65,86,37,37,37.1,Medium
20809,82,68,87,59,23.5,Low
20810,58,84,30,90,36.6,Medium
20811,62,46,36,85,45.7,Medium
20812,60,80,43,75,35.9,Medium
20813,83,41,36,47,42.6,Medium
20814,93,50,73,85,24.7,Low
20815,86,86,52,84,21,Low
20816,82,68,33,54,34.8,Medium
20817,90,81,68,76,18.5,Low
20818,42,93,35,77,40.6,Medium
20819,47,89,67,39,37.2,Medium
20820,88,46,71,59,30.9,Medium
20821,58,33,82,70,43.5,Medium
20822,53,64,65,94,37.2,Medium
20823,41,76,49,87,42.3,Medium
20824,91,63,50,87,26,Low
20825,92,75,43,58,26.3,Low
20826,72,50,48,76,39,Medium
20827,43,49,92,78,41.9,Medium
20828,94,39,95,78,23.9,Low
20829,76,68,55,64,31.8,Medium
20830,88,34,81,67,31.7,Medium
20831,88,38,76,72,31,Medium
20832,69,79,75,41,29.6,Low
20833,43,32,81,39,53.1,Medium
20834,45,87,50,45,41.4,Medium
20835,67,56,94,49,32.7,Medium
20836,50,50,42,41,52.5,Medium
20837,92,53,70,63,27,Low
20838,86,67,87,29,25.2,Low
20839,46,35,81,60,48.9,Medium
20840,52,79,30,95,40,Medium
20841,41,36,89,37,51.3,Medium
20842,43,39,99,91,42.2,Medium
20843,48,51,59,75,46.2,Medium
20844,76,66,79,43,29.7,Low
20845,51,70,44,24,47.4,Medium
20846,57,66,90,61,33.3,Medium
20847,80,47,56,68,35.9,Medium
20848,74,36,61,34,44,Medium
20849,43,41,74,76,48.1,Medium
20850,73,50,92,35,33.9,Medium
20851,59,65,79,59,35.2,Medium
20852,43,70,36,61,48.5,Medium
20853,85,73,89,64,19.9,Low
20854,69,99,96,84,15.1,Low
20855,66,56,52,24,44,Medium
20856,67,31,35,82,48.7,Medium
20857,79,48,54,80,35.2,Medium
20858,91,43,79,97,25.2,Low
20859,88,35,76,56,33.5,Medium
20860,45,51,92,45,43.8,Medium
20861,62,46,81,27,42.5,Medium
20862,60,72,51,83,35.9,Medium
20863,53,36,46,82,50.6,Medium
20864,66,33,65,28,47.9,Medium
20865,71,68,65,40,34.2,Medium
20866,90,38,90,93,25.3,Low
20867,78,36,45,88,40.2,Medium
20868,45,53,56,52,49.7,Medium
20869,89,45,65,47,33.2,Medium
20870,78,70,34,57,35.3,Medium
20871,49,32,65,90,48.8,Medium
20872,79,73,82,59,24.2,Low
20873,69,85,77,84,23.1,Low
20874,84,78,57,65,25.1,Low
20875,96,53,58,34,30.7,Medium
20876,48,71,39,21,49.6,Medium
20877,72,40,54,96,38.8,Medium
20878,90,82,76,20,22.2,Low
20879,56,62,57,29,44.7,Medium
20880,61,89,73,98,24.5,Low
20881,71,66,48,28,39.4,Medium
20882,83,99,50,33,23.8,Low
20883,96,32,52,62,35.4,Medium
20884,96,44,65,65,28.9,Low
20885,82,89,61,70,21.3,Low
20886,45,79,39,22,48.3,Medium
20887,90,57,99,72,19.9,Low
20888,43,43,78,36,50.7,Medium
20889,99,74,34,48,26.6,Low
20890,64,32,65,48,47,Medium
20891,70,69,39,62,37.3,Medium
20892,51,50,69,49,45.9,Medium
20893,97,32,86,40,30.4,Medium
20894,84,91,43,53,25.2,Low
20895,81,97,96,34,15.9,Low
20896,75,79,81,41,26,Low
20897,95,54,67,42,28.2,Low
20898,66,39,93,82,35.1,Medium
20899,91,38,51,71,34.9,Medium
20900,88,86,82,79,14.7,Low
20901,42,71,32,68,48.7,Medium
20902,46,75,32,81,44.6,Medium
20903,89,89,44,88,20.1,Low
20904,87,56,69,99,24.7,Low
20905,51,62,51,44,46.4,Medium
20906,82,49,30,99,36.6,Medium
20907,61,67,47,52,40.9,Medium
20908,61,83,51,32,37.3,Medium
20909,56,96,86,71,24.5,Low
20910,48,56,95,34,41.6,Medium
20911,63,79,62,47,34,Medium
20912,79,83,79,73,20.4,Low
20913,88,40,77,85,28.9,Low
20914,61,56,76,86,35,Medium
20915,40,63,82,96,39.1,Medium
20916,77,34,60,98,37.2,Medium
20917,87,66,73,38,27,Low
20918,51,88,30,84,38.8,Medium
20919,75,61,55,22,38.5,Medium
20920,74,95,49,36,28.5,Low
20921,66,48,55,99,38.3,Medium
20922,72,93,94,69,17.6,Low
20923,73,49,67,51,37.6,Medium
20924,83,86,64,25,25.7,Low
20925,62,99,37,43,33.8,Medium
20926,59,47,31,45,51.6,Medium
20927,80,43,83,72,31.3,Medium
20928,78,56,34,41,41.1,Medium
20929,93,31,53,59,37,Medium
20930,80,51,87,97,25.6,Low
20931,96,89,66,43,17.4,Low
20932,97,81,56,42,21.5,Low
20933,42,99,78,63,31.6,Medium
20934,68,45,39,51,46.4,Medium
20935,72,66,98,60,25.8,Low
20936,47,98,44,22,40.8,Medium
20937,55,57,34,45,49.6,Medium
20938,83,32,93,65,32.1,Medium
20939,71,37,30,74,47.1,Medium
20940,89,33,69,95,31.2,Medium
20941,70,75,98,53,24.6,Low
20942,84,78,39,75,27.7,Low
20943,61,59,74,82,34.9,Medium
20944,57,83,37,92,35.7,Medium
20945,53,67,55,50,42.7,Medium
20946,74,30,84,70,37.6,Medium
20947,88,99,69,97,11.6,Low
20948,67,98,76,69,21.7,Low
20949,48,79,80,47,36.4,Medium
20950,76,59,98,47,27.6,Low
20951,60,39,61,83,43.8,Medium
20952,76,47,31,70,42.3,Medium
20953,66,81,70,62,29.1,Low
20954,95,56,65,81,24.1,Low
20955,77,66,51,81,31.1,Medium
20956,90,43,38,79,35.6,Medium
20957,84,69,38,48,33.3,Medium
20958,74,64,87,25,31.3,Medium
20959,50,68,58,83,39.7,Medium
20960,71,36,48,56,45.6,Medium
20961,60,37,86,78,39.9,Medium
20962,55,52,57,71,43.9,Medium
20963,83,44,48,50,39,Medium
20964,85,61,37,62,34.1,Medium
20965,97,82,52,61,20.1,Low
20966,82,74,38,87,28.7,Low
20967,63,94,34,51,34.7,Medium
20968,86,32,30,57,44.3,Medium
20969,51,94,36,54,38.8,Medium
20970,61,50,58,93,39.7,Medium
20971,50,87,94,81,27,Low
20972,41,66,81,53,42.3,Medium
20973,43,86,35,59,44.1,Medium
20974,91,46,74,80,27,Low
20975,97,58,87,68,19.6,Low
20976,76,99,68,69,19.4,Low
20977,89,73,72,50,23.1,Low
20978,73,33,32,30,51.5,Medium
20979,44,82,66,79,36.7,Medium
20980,48,94,63,54,34.6,Medium
20981,43,61,88,82,38.7,Medium
20982,75,41,84,63,34.6,Medium
20983,55,61,37,48,47.5,Medium
20984,92,68,96,76,16,Low
20985,70,72,72,58,30.2,Medium
20986,80,50,31,46,42.2,Medium
20987,57,35,98,95,37.6,Medium
20988,73,91,77,67,21.4,Low
20989,58,45,86,35,42.6,Medium
20990,43,34,49,26,60.2,High
20991,97,46,52,33,33.7,Medium
20992,61,87,30,89,34.6,Medium
20993,96,83,40,20,26.7,Low
20994,91,69,35,27,33.2,Medium
20995,92,82,94,74,12.4,Low
20996,85,54,31,97,33.9,Medium
20997,62,36,71,62,44,Medium
20998,56,95,33,66,35.9,Medium
20999,54,69,62,29,42.4,Medium
21000,65,78,84,60,27.8,Low
21001,53,35,52,67,51.2,Medium
21002,43,47,76,25,51,Medium
21003,65,64,48,51,40.1,Medium
21004,98,33,49,98,31.3,Medium
21005,57,58,57,37,44.7,Medium
21006,52,41,66,40,49.7,Medium
21007,69,96,75,48,23.8,Low
21008,86,72,99,76,16.6,Low
21009,85,41,55,26,40.1,Medium
21010,65,52,97,50,34,Medium
21011,45,76,48,64,43.2,Medium
21012,84,80,64,56,24,Low
21013,48,36,83,77,45.7,Medium
21014,86,74,54,83,24.3,Low
21015,97,87,76,21,17.8,Low
21016,88,51,31,69,36.4,Medium
21017,98,81,93,64,11.5,Low
21018,40,74,91,52,38.4,Medium
21019,42,46,34,86,54,Medium
21020,49,49,64,63,46.6,Medium
21021,51,72,51,62,41.6,Medium
21022,71,52,61,74,36.4,Medium
21023,62,86,82,38,29.2,Low
21024,73,31,37,48,49.3,Medium
21025,87,42,83,23,33.7,Medium
21026,60,48,68,93,38.7,Medium
21027,49,54,35,34,53.8,Medium
21028,62,35,71,69,43.6,Medium
21029,67,30,90,33,42.9,Medium
21030,49,76,67,54,38.8,Medium
21031,59,81,41,76,36.3,Medium
21032,63,71,35,39,42.6,Medium
21033,97,42,53,75,30.5,Medium
21034,95,65,67,91,20,Low
21035,92,90,65,50,18.2,Low
21036,64,94,31,66,33.4,Medium
21037,92,60,32,23,36.5,Medium
21038,65,98,89,45,22.3,Low
21039,90,68,38,48,31.2,Medium
21040,46,81,39,97,39.8,Medium
21041,91,49,30,75,35.4,Medium
21042,75,95,60,20,27.5,Low
21043,56,53,48,53,46.8,Medium
21044,71,79,67,34,31.1,Medium
21045,73,60,83,74,28.8,Low
21046,45,76,59,55,41.9,Medium
21047,53,80,47,85,36.9,Medium
21048,51,30,88,66,46.4,Medium
21049,83,62,49,67,31.7,Medium
21050,83,82,42,94,24.4,Low
21051,45,88,47,75,38.7,Medium
21052,50,41,75,97,43,Medium
21053,58,50,53,83,42.9,Medium
21054,42,51,37,35,57,Medium
21055,95,76,42,57,25.1,Low
21056,56,55,67,81,39.6,Medium
21057,40,38,69,30,55.8,Medium
21058,53,61,61,32,45.1,Medium
21059,88,35,53,95,34.2,Medium
21060,62,70,99,38,30.6,Medium
21061,73,60,36,69,38.7,Medium
21062,40,43,43,26,59.9,Medium
21063,82,54,57,73,32.3,Medium
21064,49,90,33,36,43.2,Medium
21065,65,49,71,50,40.1,Medium
21066,80,71,77,38,27.5,Low
21067,97,46,91,43,24.9,Low
21068,98,77,57,34,22.9,Low
21069,42,30,31,99,58.1,Medium
21070,54,49,46,89,45.6,Medium
21071,94,33,79,82,28.5,Low
21072,98,82,97,85,8.3,Low
21073,68,30,35,96,47.2,Medium
21074,61,83,96,36,27.9,Low
21075,42,66,77,35,44.5,Medium
21076,62,37,77,79,40.8,Medium
21077,48,48,59,89,45.7,Medium
21078,87,73,99,42,19.3,Low
21079,56,98,93,75,22.1,Low
21080,75,36,75,73,36.9,Medium
21081,85,60,60,97,26.3,Low
21082,67,83,72,24,31.5,Medium
21083,74,36,75,64,38.2,Medium
21084,97,45,75,48,27.9,Low
21085,47,68,48,88,42.4,Medium
21086,69,30,39,83,47.3,Medium
21087,50,56,57,99,41.9,Medium
21088,69,88,93,89,18.5,Low
21089,47,57,62,86,43.1,Medium
21090,88,79,99,90,12.3,Low
21091,47,67,73,25,44,Medium
21092,41,53,51,92,48.3,Medium
21093,65,43,56,29,47,Medium
21094,53,76,72,57,35.9,Medium
21095,53,58,61,89,40.3,Medium
21096,40,32,74,39,55.7,Medium
21097,81,62,58,96,27.8,Low
21098,84,62,99,24,25.6,Low
21099,59,55,52,32,46.3,Medium
21100,43,85,90,75,31.8,Medium
21101,97,49,34,44,35.3,Medium
21102,79,77,41,41,33,Medium
21103,93,99,41,42,20.7,Low
21104,41,63,90,24,44.3,Medium
21105,57,45,95,85,36.2,Medium
21106,99,51,32,79,30.8,Medium
21107,94,48,54,77,29.5,Low
21108,74,97,66,66,21.5,Low
21109,82,34,90,36,35.4,Medium
21110,45,63,55,47,47.4,Medium
21111,42,37,88,87,45.8,Medium
21112,51,56,34,82,47.8,Medium
21113,83,58,51,34,35.8,Medium
21114,45,36,46,51,56.9,Medium
21115,50,52,41,43,51.9,Medium
21116,92,74,63,72,21.2,Low
21117,44,98,89,41,31.1,Medium
21118,85,60,80,66,25.4,Low
21119,72,63,59,39,36.6,Medium
21120,92,78,63,58,21.4,Low
21121,88,60,36,80,31.6,Medium
21122,59,78,46,28,41,Medium
21123,62,33,48,43,51.4,Medium
21124,44,80,41,37,46.5,Medium
21125,61,75,85,48,31.3,Medium
21126,75,58,40,59,38.7,Medium
21127,52,50,68,51,45.5,Medium
21128,71,48,32,65,44.3,Medium
21129,72,86,76,90,21.2,Low
21130,67,79,68,29,33,Medium
21131,53,81,79,34,35.3,Medium
21132,70,62,67,33,36.7,Medium
21133,58,30,64,78,47.2,Medium
21134,51,65,82,91,34.6,Medium
21135,72,55,92,48,31.5,Medium
21136,94,72,59,67,22.3,Low
21137,90,80,74,72,18,Low
21138,51,76,32,41,46.3,Medium
21139,58,55,50,38,46.5,Medium
21140,89,97,59,30,20.5,Low
21141,88,31,47,47,41.4,Medium
21142,68,78,50,77,31.7,Medium
21143,83,50,48,89,33.3,Medium
21144,58,74,79,22,36.6,Medium
21145,61,83,81,87,25.8,Low
21146,43,33,62,78,52.7,Medium
21147,69,45,37,32,48.3,Medium
21148,73,38,80,46,38.8,Medium
21149,85,91,75,47,19,Low
21150,96,51,91,41,24,Low
21151,82,64,63,68,28.6,Low
21152,69,85,88,81,21.2,Low
21153,51,45,78,71,43.4,Medium
21154,59,61,36,42,46.7,Medium
21155,91,31,69,71,33.4,Medium
21156,96,62,52,70,25.6,Low
21157,58,60,35,67,45.1,Medium
21158,75,45,92,42,33.9,Medium
21159,85,38,87,55,31.7,Medium
21160,78,41,60,48,39.7,Medium
21161,87,98,56,97,14.9,Low
21162,42,74,45,36,48.4,Medium
21163,43,65,38,61,49.6,Medium
21164,98,76,97,32,15.4,Low
21165,43,62,79,35,44.9,Medium
21166,60,92,81,33,28.9,Low
21167,78,53,72,44,34.1,Medium
21168,56,42,33,49,53.5,Medium
21169,71,84,40,71,31.3,Medium
21170,53,34,67,80,47.2,Medium
21171,87,48,94,38,28.2,Low
21172,51,30,36,86,54.8,Medium
21173,73,71,68,67,29.2,Low
21174,69,59,56,76,35.9,Medium
21175,58,31,97,24,45.7,Medium
21176,50,40,40,76,52.4,Medium
21177,85,63,51,51,31.8,Medium
21178,64,71,84,93,27,Low
21179,88,93,42,23,26.2,Low
21180,60,76,60,61,35.1,Medium
21181,42,60,47,54,50.4,Medium
21182,57,73,80,40,35.3,Medium
21183,50,51,42,50,51.3,Medium
21184,68,61,61,29,39.4,Medium
21185,68,79,51,92,29.7,Low
21186,91,42,70,61,30.9,Medium
21187,77,66,46,31,37.1,Medium
21188,49,51,66,39,48,Medium
21189,44,80,63,53,40.5,Medium
21190,55,70,63,63,38.1,Medium
21191,95,40,41,64,35.4,Medium
21192,68,77,77,89,25.4,Low
21193,84,63,69,38,29.9,Low
21194,52,32,85,44,48.2,Medium
21195,42,43,93,48,46.9,Medium
21196,71,79,54,57,31.4,Medium
21197,80,59,39,91,33.4,Medium
21198,92,48,50,29,35.9,Medium
21199,99,94,53,39,17.7,Low
21200,74,73,50,70,31.5,Medium
21201,57,39,84,71,41.6,Medium
21202,48,95,73,90,28.7,Low
21203,74,62,50,91,32.7,Medium
21204,70,51,41,47,43.8,Medium
21205,48,30,98,31,49.1,Medium
21206,54,68,80,34,38.6,Medium
21207,65,48,68,98,36.2,Medium
21208,53,96,46,61,34.7,Medium
21209,81,79,35,99,27,Low
21210,62,88,41,82,32.4,Medium
21211,76,38,97,52,33.6,Medium
21212,76,66,87,20,30.4,Medium
21213,57,72,56,36,40.8,Medium
21214,44,51,50,64,50.7,Medium
21215,40,91,63,61,38,Medium
21216,62,38,87,89,37.5,Medium
21217,76,42,62,75,37.1,Medium
21218,73,49,58,40,40.5,Medium
21219,51,96,37,40,39.4,Medium
21220,92,51,46,90,29.7,Low
21221,94,96,78,48,13.2,Low
21222,44,74,71,72,38.8,Medium
21223,90,74,91,99,13.7,Low
21224,84,63,84,76,23.1,Low
21225,47,85,84,83,30.6,Medium
21226,42,62,83,67,41.3,Medium
21227,52,57,85,25,42.6,Medium
21228,55,77,75,98,30.1,Medium
21229,64,70,66,52,35,Medium
21230,42,50,38,55,55.1,Medium
21231,73,95,89,54,19.1,Low
21232,99,71,30,50,28.1,Low
21233,57,96,46,36,35.6,Medium
21234,88,71,34,89,27.8,Low
21235,75,35,36,28,49.5,Medium
21236,54,33,98,62,42.7,Medium
21237,99,73,61,39,22.4,Low
21238,50,78,38,44,44.6,Medium
21239,89,63,95,32,23.3,Low
21240,93,79,34,91,23.2,Low
21241,82,39,95,53,31.2,Medium
21242,87,62,69,37,29.1,Low
21243,88,66,51,86,26.2,Low
21244,80,84,33,90,27.2,Low
21245,47,75,80,48,37.9,Medium
21246,50,86,60,74,34.8,Medium
21247,71,97,97,98,13.3,Low
21248,55,79,63,46,37.1,Medium
21249,64,44,99,85,32.9,Medium
21250,57,44,99,95,34.7,Medium
21251,94,97,83,59,10.8,Low
21252,99,32,80,79,26.9,Low
21253,56,72,57,35,41.1,Medium
21254,64,71,56,45,37.4,Medium
21255,62,70,97,35,31.3,Medium
21256,84,50,47,47,37.3,Medium
21257,50,49,62,47,48.2,Medium
21258,78,62,40,32,39,Medium
21259,61,56,48,57,43.5,Medium
21260,97,36,46,42,37,Medium
21261,95,40,43,71,34.3,Medium
21262,40,68,70,45,45.1,Medium
21263,46,70,48,97,41.3,Medium
21264,87,58,96,88,19.8,Low
21265,92,38,81,49,30.7,Medium
21266,98,36,36,87,34.1,Medium
21267,88,35,57,95,33.4,Medium
21268,91,56,39,46,34.4,Medium
21269,68,43,44,64,44.7,Medium
21270,56,84,46,51,38.1,Medium
21271,91,97,39,78,18.9,Low
21272,47,86,99,59,29.7,Low
21273,86,47,70,73,30.2,Medium
21274,45,97,90,40,30.9,Medium
21275,41,96,91,63,30.3,Medium
21276,40,48,75,60,48.6,Medium
21277,75,48,84,39,34.9,Medium
21278,45,58,40,41,52.5,Medium
21279,51,79,79,71,33,Medium
21280,47,97,86,21,32.8,Medium
21281,88,44,59,22,37.6,Medium
21282,42,81,56,41,43.6,Medium
21283,91,99,77,44,14.1,Low
21284,57,50,88,98,34.8,Medium
21285,73,39,91,96,31.3,Medium
21286,87,33,84,84,30.1,Medium
21287,51,71,93,66,33.1,Medium
21288,95,57,57,75,26,Low
21289,84,33,31,46,45.7,Medium
21290,91,53,57,41,32.2,Medium
21291,55,91,96,87,22.8,Low
21292,73,57,74,55,33.4,Medium
21293,68,41,69,73,39.4,Medium
21294,92,53,43,77,31,Medium
21295,83,85,88,66,17.1,Low
21296,62,78,44,29,40.1,Medium
21297,93,53,71,84,24.3,Low
21298,54,37,96,90,39.1,Medium
21299,44,93,84,44,33.3,Medium
21300,71,60,44,80,36.8,Medium
21301,78,62,53,75,32.1,Medium
21302,85,78,34,91,26.7,Low
21303,73,57,49,56,38.3,Medium
21304,47,30,99,91,43.3,Medium
21305,76,92,83,48,20.6,Low
21306,44,88,99,55,30.7,Medium
21307,92,41,61,42,34.5,Medium
21308,78,79,46,51,30.8,Medium
21309,97,57,44,96,25.7,Low
21310,82,38,84,82,30.8,Medium
21311,69,86,80,80,22.6,Low
21312,92,50,60,52,31,Medium
21313,99,97,94,39,8.6,Low
21314,49,48,55,92,45.8,Medium
21315,71,85,84,41,25.2,Low
21316,92,52,55,36,33,Medium
21317,93,79,80,45,18.6,Low
21318,81,42,30,36,45.4,Medium
21319,46,51,69,69,45.6,Medium
21320,80,80,93,44,21,Low
21321,79,83,62,59,25.2,Low
21322,62,63,77,59,35,Medium
21323,90,95,38,23,25.6,Low
21324,56,56,31,49,49.7,Medium
21325,68,55,59,34,41.1,Medium
21326,55,80,44,44,40.8,Medium
21327,78,44,77,77,32.5,Medium
21328,49,31,57,66,53.1,Medium
21329,68,46,47,38,45.8,Medium
21330,92,71,41,24,31.3,Medium
21331,53,85,91,59,29.2,Low
21332,47,56,51,36,50.6,Medium
21333,95,62,66,77,22.5,Low
